Episodio n;Titulo;URL;Año;Mes
Episodio 397;Rock Sinfónico 35 Greg Lake;http://www.rtve.eshttps://www.rtve.es/play/audios/discopolis/discopolis-9804-rock-sinfonico-35-greg-lake-07-07-17/4101878/;2017;7
Episodio 398;Rock Sinfónico 36 Fermata;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9800-rock-sinfonico-36-fermata-10-07-17/4101925/;2017;7
Episodio 399;Rock sinfónico 37;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/170711-discopolis-rock-sinfonico-37-2017-07-07t10-40-08643/4101855/;2017;7
Episodio 400;Rock Sinfónico 38 -The Nice;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9810-rock-sinfonico-38-the-nice-12-07-17/4101854/;2017;7
Episodio 401;Rock sinfónico 39 Solaris;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9811-rock-sinfonico-39-solaris-13-07-17/4111913/;2017;7
Episodio 402;Rock Sinfónico 40 Flaming Lips;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9812-rock-sinfonico-40-flaming-lips-14-07-17/4111945/;2017;7
Episodio 403;Rock Sinfónico 41 Pink Floyd sin ellos;http://www.rtve.eshttps://www.rtve.es/play/audios/discopolis/discopolis-9814-rock-sinfonico-41-pink-floyd-sin-ellos-17-07-17/4115423/;2017;7
Episodio 404;Rock Sinfónico 42 Rusos;http://www.rtve.eshttps://www.rtve.es/play/audios/discopolis/discopolis-9815-rock-sinfonico-42-rusos-18-07-17/4111914/;2017;7
Episodio 405;Rock Sinfónico 43 Mas rusos;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9816-rock-sinfonico-43-mas-rusos-19-07-17/4115422/;2017;7
Episodio 406;Hª discopolita Jazz 05;http://www.rtve.eshttps://www.rtve.es/play/audios/discopolis/discopolis-jazz-9817-discopolita-jazz-05-20-07-17/4111916/;2017;7
Episodio 407;Hª discopolita Jazz 06;http://www.rtve.eshttps://www.rtve.es/play/audios/discopolis/discopolis-jazz-9818-discopolita-jazz-06-21-07-17/4111958/;2017;7
Episodio 408;OctOver - Elvis Presley;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9822-octover-elvis-presley-24-07-17/4115417/;2017;7
Episodio 409;Viljandi Folk 01 Maarja Nuut;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9823-viljandi-folk-01-maarja-nuut-25-07-17/4115418/;2017;7
Episodio 410;Cádiz Jazz;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9824-cadiz-jazz-26-07-17/4132935/;2017;7
Episodio 411;Cádiz 02 Cortejosa;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9825-cadiz-02-cortejosa-27-07-17/4135183/;2017;7
Episodio 412;Viljandi Folk 02 Trad Attack!;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9826-viljandi-folk-02-trad-attack-28-07-17/4111943/;2017;7
Episodio 413;Con raíces José Nieto;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9830-raices-jose-nieto-31-07-17/4141821/;2017;7
Episodio 414;Viljandi Folk 04 Trio Maar;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9831-viljandi-folk-04-trio-maar-01-08-17/4144319/;2017;8
Episodio 415;Viljandi Folk 05 Verska Naase, Liinatsuraq;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9832-viljandi-folk-05-verska-naase-liinatsuraq-02-08-17/4145930/;2017;8
Episodio 416;Viljandi Folk 06 Indre & Solo;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9833-viljandi-folk-06-indre-solo-03-08-17/4147578/;2017;8
Episodio 417;Viljandi Folk 07 Márta Sebestyén 04/08/17;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9834-viljandi-folk-07-marta-sebestyen-04-08-17/4149547/;2017;8
Episodio 418;Viljandi Folk 08 Marta Topferova;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-070817/4153625/;2017;8
Episodio 419;Viljandi Folk 09 Ljoba Jence;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9839-viljandi-folk-09-ljoba-jence-08-08-17/4155259/;2017;8
Episodio 420;Viljandi Folk 11 Laoise Kelly;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9842-viljandi-folk-11-laoise-kelly-14-08-17/4163573/;2017;8
Episodio 421;Viljandi Folk 12 Perkonviri;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9843-viljandi-folk-12-perkonviri-15-08-17/4165139/;2017;8
Episodio 422;Viljandi Folk 13 Jebi 16/08/17;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9844-viljandi-folk-13-jebi-16-08-17/4167029/;2017;8
Episodio 423;Viljandi Folk 14 Lidija Dokuzovic;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9845-viljandi-folk-14-lidija-dokuzovic-17-08-17/4168959/;2017;8
Episodio 424;Viljandi Folk 15 Ragga Gröndal;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9846-viljandi-folk-15-ragga-grndal-18-08-17/4171178/;2017;8
Episodio 425;Viljandi Folk 16 Lepaseree;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9850-viljandi-folk-16-lepaseree-21-08-17/4176095/;2017;8
