Episodio n;Titulo;URL;Año;Mes
Episodio 24;1970 (24) Stooges-Rod Stewart;http://www.rtve.es/play/audios/discopolis/discopolis-011216/3817560/;2016;12
Episodio 25;1970 (25) The Who Live at Leeds;http://www.rtve.es/play/audios/discopolis/discopolis-9567-1970-25-the-who-live-at-leeds-02-1216/3817563/;2016;12
Episodio 26;1970 (26) Cactus, Creedence C.R.;http://www.rtve.es/play/audios/discopolis/discopolis-9571-1970-26-cactus-creedence-cr-05-12-16/3821187/;2016;12
Episodio 27;1970 (27) May Blitz, Warhorse;http://www.rtve.es/play/audios/discopolis/discopolis-9572-1970-27-may-blitz-warhorse-06-12-16/3821957/;2016;12
Episodio 28;1970 (28) Humble Pie - Traffic;http://www.rtve.es/play/audios/discopolis/discopolis-9574-1970-28-humble-pie-traffic-08-12-16/3823677/;2016;12
Episodio 29;1970 (29) Supertram - Steve Miller;http://www.rtve.es/play/audios/discopolis/discopolis-9575-1970-29-supertram-steve-miller-09-12-16/3824539/;2016;12
Episodio 30;1970 (30) Canned Heat;http://www.rtve.es/play/audios/discopolis/discopolis-9580-1970-30-canned-heat-13-12-16/3827970/;2016;12
Episodio 31;1970 (31) Hawkwind;http://www.rtve.es/play/audios/discopolis/discopolis-9582-1970-31-hawkwind-15-12-16/3830863/;2016;12
Episodio 32;1970 (32) Judy Collins;http://www.rtve.es/play/audios/discopolis/discopolis-9587-1970-32-judy-collins-19-12-16/3835847/;2016;12
Episodio 33;1970 (33) Joe Cocker - Status Quo;https://www.rtve.es/play/audios/discopolis/discopolis-9588-1970-33-joe-cocker-status-quo-20-12-16/3837178/;2016;12
Episodio 34;1970 (34) Wight Festival I;http://www.rtve.es/play/audios/discopolis/discopolis-9589-1970-34-wight-festival-21-1216/3839078/;2016;12
Episodio 35;1970 (35) Isle of Wight II;http://www.rtve.es/play/audios/discopolis/discopolis-9590-1970-35-isle-of-wight-ii-22-12-16/3840461/;2016;12
Episodio 36;1970 (36) Festival Wight;http://www.rtve.es/play/audios/discopolis/discopolis-9591-1970-36-festival-wight-23-12-16/3841784/;2016;12
Episodio 37;1970 (37) The Doors Live;http://www.rtve.es/play/audios/discopolis/discopolis-9596-1970-37-the-doors-live-29-12-16/3848412/;2016;12
Episodio 38;1970 (38) The Doors Live-Moody Blues;http://www.rtve.es/play/audios/discopolis/discopolis-9597-1970-38-the-doors-live-moody-blues-30-12-16/3849785/;2016;12
Episodio 39;1970 (39) Leonard Cohen en Wight;http://www.rtve.es/play/audios/discopolis/170104-discopolis-cohen-2016-12-19t08-53-59650/3835210/;2017;1
Episodio 40;1970 (40) The Doors en Wight;https://www.rtve.es/play/audios/discopolis/170106-discopolis-doors-web-2016-12-19t08-53-59650/3835208/;2017;1
Episodio 41;1970 (41) Black Sabbath - Neil Young;http://www.rtve.es/play/audios/discopolis/discopolis-1970-41-black-sannath-neil-young-16-01-17/3869582/;2017;1
Episodio 42;1970 (42) Allman Bros;http://www.rtve.es/play/audios/discopolis/discopolis-170117/3871182/;2017;1
Episodio 43;1970 (43) If - Supremes;http://www.rtve.es/play/audios/discopolis/discopolis-9621-1970-43-if-supremes-18-01-17/3872976/;2017;1
Episodio 44;1970 (44) Jesucristo Superstar;https://www.rtve.es/play/audios/discopolis/discopolis-9623-1970-44-jesucristo-superstar-20-01-17/3876434/;2017;1
